latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,no_of_days_since_lastreview
1.27464,103.83395,2,99,2,12,0.34,9,357,13
1.29647,103.84406,2,60,1,9,0.25,1,0,819
1.31758,103.84761,2,89,1,30,0.84,3,350,6
1.27423,103.84398,1,385,90,0,0.0,3,358,1887
1.32329,103.85197,1,237,4,2,0.1,114,260,139
1.27991,103.78651,2,99,5,8,0.21,1,0,934
1.31338,103.88472,1,140,29,62,1.68,5,59,631
1.30759,103.86217,2,37,18,5,0.13,83,362,261
1.28313,103.84376,1,115,5,24,0.65,84,62,16
1.3128,103.8832,1,160,365,2,0.05,6,180,1051
1.29756,103.85037,2,60,5,5,0.14,18,364,170
1.28358,103.84376,2,150,1,11,0.3,7,360,717
1.31319,103.79247,1,131,2,19,0.53,1,0,394
1.31607,103.86023,3,22,1,33,0.89,8,191,10
1.29763,103.8746,1,278,90,0,0.0,2,363,1887
1.3159,103.84241,1,250,4,35,1.04,3,283,14
1.3131,103.88513,2,131,29,47,1.27,5,85,422
1.31141,103.88352,1,125,29,46,1.27,5,81,25
1.31112,103.79757,2,75,2,8,0.22,1,0,203
1.28353,103.8458,3,37,1,37,1.0,7,361,16
1.30996,103.90159,1,183,2,76,2.06,9,135,6
1.31229,103.87582,1,176,2,144,3.93,6,172,15
1.31253,103.8849,1,119,29,76,2.13,5,34,60
1.31408,103.84875,1,85,183,7,0.19,1,90,904
1.28305,103.84363,2,40,90,1,0.04,112,365,716
1.32556,103.85404,1,150,7,12,0.34,203,364,119
1.28385,103.84525,3,37,1,7,0.19,7,360,229
1.28203,103.84026,1,83,30,0,0.0,1,0,1887
1.31137,103.79738,2,65,4,4,0.16,14,286,9
1.31427,103.85273,2,110,1,25,1.06,9,306,13
1.31446,103.8585,3,19,1,60,1.63,8,210,113
1.28359,103.84591,3,31,1,31,0.84,7,359,37
1.28504,103.84371,3,31,1,35,0.95,7,359,44
1.28374,103.84409,1,42,1,6,0.16,7,346,639
1.30917,103.9017,1,164,2,73,1.99,9,144,0
1.31174,103.88368,1,160,29,67,1.83,5,85,459
1.31309,103.89127,1,100,5,8,0.22,1,0,78
1.31497,103.8829,2,53,2,26,0.71,4,63,9
1.32692,103.84802,1,139,10,36,1.01,203,364,95
1.29461,103.83991,1,110,4,69,1.88,84,39,46
1.35861,103.84233,2,90,1,1,0.03,1,179,1035
1.28291,103.84158,2,50,90,2,0.11,112,343,400
1.30846,103.83933,2,99,3,45,1.25,1,354,3
1.31427,103.83881,1,211,2,10,0.28,2,0,877
1.3101,103.86291,2,50,28,3,0.08,112,355,943
1.28405,103.84508,1,119,5,9,0.31,67,78,28
1.30921,103.90088,1,183,2,109,2.98,9,149,6
1.32265,103.84037,2,60,60,0,0.0,1,89,1887
1.30876,103.90045,1,164,2,44,1.2,9,144,43
1.3108,103.85412,1,119,3,104,2.85,10,0,19
1.3115,103.85339,1,119,3,82,2.27,10,0,53
1.31089,103.85344,1,119,3,70,1.92,1,77,72
1.34514,103.77074,2,65,2,14,0.42,1,351,29
1.28449,103.84315,2,43,90,0,0.0,83,352,1887
1.28356,103.84368,1,119,5,22,0.6,67,135,107
1.32149,103.84119,1,149,7,2,0.07,8,365,10
1.30903,103.90167,1,185,2,74,2.1,9,149,1
1.28155,103.84521,2,183,1,2,0.08,1,173,753
1.28376,103.84445,1,119,5,16,0.44,84,65,31
1.28334,103.84512,1,110,5,7,0.2,84,64,22
1.3107,103.85376,1,169,3,67,2.09,10,0,47
1.29254,103.83773,1,106,7,7,0.19,1,0,239
1.32676,103.84691,1,200,3,14,0.39,67,365,210
1.28394,103.8442,1,115,6,53,1.48,84,54,38
1.31467,103.88208,3,28,6,1,0.12,10,317,253
1.31586,103.9055,2,58,2,4,0.31,10,361,46
1.36389,103.83226,2,190,1,0,0.0,2,365,1887
1.30213,103.8483,2,50,13,6,0.17,3,205,149
1.32251,103.85369,1,218,7,1,0.04,203,301,746
1.32396,103.84858,1,300,7,3,0.08,203,264,438
1.28177,103.8528,2,139,3,5,0.14,2,356,24
1.32411,103.85093,2,56,3,30,0.84,1,8,706
1.30992,103.85421,1,119,3,83,2.4,10,0,29
1.31439,103.85424,2,58,90,11,0.31,13,365,668
1.30937,103.90039,1,183,2,43,1.24,9,148,29
1.31524,103.88294,2,56,2,35,0.96,4,348,2
1.31278,103.88383,2,43,2,15,0.42,4,2,10
1.31152,103.87732,1,131,2,0,0.0,1,0,1887
1.30822,103.86322,2,44,18,1,0.03,83,362,1090
1.33552,103.7848,2,78,1,70,1.94,1,0,455
1.30948,103.86211,2,44,18,1,0.03,83,362,913
1.30812,103.86348,2,37,18,1,0.03,112,353,899
1.32682,103.84951,2,69,90,0,0.0,5,364,1887
1.32716,103.84897,2,89,90,0,0.0,5,364,1887
1.28428,103.8418,2,44,90,2,0.06,112,352,991
1.3142,103.88363,2,144,1,0,0.0,1,89,1887
1.32711,103.84919,2,69,90,0,0.0,8,364,1887
1.32626,103.86177,2,50,3,11,0.3,1,0,630
1.32738,103.84367,2,119,90,0,0.0,8,364,1887
1.32091,103.86533,2,110,90,0,0.0,8,364,1887
1.32208,103.86534,2,69,90,0,0.0,8,364,1887
1.32788,103.84296,2,69,90,1,0.03,8,364,990
1.32433,103.84354,2,61,3,13,0.4,2,339,170
1.30737,103.90065,1,204,2,92,2.57,9,152,5
1.32176,103.8632,1,256,12,2,0.11,114,358,412
1.30067,103.84967,1,358,7,5,0.18,203,256,19
1.28342,103.84594,1,125,5,9,0.3,67,81,119
1.31487,103.88298,2,136,2,1,0.05,1,150,664
1.28381,103.84429,1,131,5,20,0.61,67,44,36
1.32007,103.86337,1,287,10,10,0.29,203,364,25
1.31122,103.85924,1,222,1,2,0.09,16,351,527
1.30972,103.8534,2,81,90,1,0.03,1,363,895
1.31374,103.85345,1,225,5,9,0.26,114,247,114
1.28084,103.78535,2,69,1,6,0.2,32,356,40
1.29009,103.84011,1,110,60,3,0.09,1,148,757
1.29925,103.85157,1,300,10,10,0.29,67,264,766
1.32795,103.84222,2,69,90,0,0.0,8,364,1887
1.32906,103.84224,2,119,90,0,0.0,8,364,1887
1.29572,103.83472,2,101,1,1,0.04,1,0,793
1.2755,103.84553,1,275,3,105,2.96,2,85,16
1.30405,103.78295,2,67,180,7,0.21,3,0,766
1.30295,103.85208,1,258,2,138,3.87,3,0,26
1.32788,103.84788,1,350,7,4,0.12,203,48,236
1.31646,103.86416,1,131,3,5,0.14,67,365,878
1.32832,103.86543,1,200,5,13,0.4,67,346,45
1.31327,103.8818,1,140,2,39,1.15,2,343,26
1.32479,103.85232,1,244,5,5,0.15,45,254,187
1.31218,103.88313,2,56,6,3,0.69,4,18,88
1.31874,103.77499,2,44,2,1,0.04,1,0,701
1.31146,103.89938,1,131,1,81,2.43,2,50,20
1.31452,103.8538,2,110,1,5,0.91,9,314,25
1.30314,103.84542,1,90,6,30,0.93,84,2,19
1.30588,103.90372,1,194,2,8,0.28,5,223,2
1.27498,103.84549,1,229,26,0,0.0,3,86,1887
1.31388,103.8551,2,56,90,6,0.17,13,263,785
1.31493,103.85576,2,49,90,7,0.21,13,270,634
1.30931,103.86334,2,50,18,1,0.12,59,359,239
1.3115,103.89015,2,62,2,0,0.0,6,0,1887
1.30385,103.83477,2,76,1,37,1.1,10,347,29
1.29577,103.83939,1,140,2,37,1.07,27,323,14
1.31639,103.8816,2,35,18,3,0.09,59,359,566
1.30095,103.84911,2,60,1,0,0.0,1,0,1887
1.31846,103.83196,2,150,7,0,0.0,1,363,1887
1.30797,103.86145,2,54,18,1,0.03,112,359,1032
1.29731,103.84016,2,87,1,99,2.82,48,343,22
1.2971,103.8383,2,87,2,8,0.24,48,350,20
1.29684,103.84017,1,139,2,11,0.37,28,321,33
1.30876,103.8627,2,54,18,1,0.06,112,359,497
1.27725,103.78759,2,67,10,22,0.64,2,23,94
1.32911,103.86447,2,56,1,8,0.58,1,0,186
1.30481,103.83424,2,110,1,22,0.65,10,326,93
1.30531,103.78379,3,81,2,2,0.06,3,0,381
1.3086,103.86281,2,40,18,3,0.09,112,359,341
1.30125,103.79619,2,81,180,2,0.06,2,358,906
1.3124,103.85932,1,222,1,0,0.0,16,351,1887
1.29941,103.9009,2,44,4,3,0.09,10,200,225
1.3085,103.8614,2,40,18,2,0.06,59,359,772
1.31229,103.85872,1,194,1,4,0.19,16,351,517
1.31137,103.85681,2,44,18,1,0.03,59,342,920
1.2962,103.83715,2,87,2,37,1.07,48,328,29
1.29754,103.83978,2,90,1,47,1.59,48,347,54
1.29898,103.83789,2,93,2,76,2.22,27,335,19
1.29731,103.83798,2,87,2,35,1.04,27,346,53
1.29826,103.83843,1,139,2,74,2.14,28,286,16
1.3186,103.85834,2,25,180,0,0.0,1,0,1887
1.29889,103.83995,2,85,2,39,1.17,27,334,23
1.29658,103.83798,2,87,1,25,0.73,27,333,27
1.2976,103.837,1,169,2,126,3.68,48,230,19
1.29592,103.83993,2,87,2,40,1.25,28,346,72
1.29554,103.83903,2,87,2,47,1.41,28,345,20
1.29843,103.83836,2,85,2,80,2.33,28,336,41
1.3226,103.85418,1,131,15,4,0.2,141,365,3
1.32075,103.85369,1,200,20,4,0.14,141,261,38
1.31131,103.85713,1,194,1,6,0.2,16,351,451
1.31192,103.80398,2,81,90,0,0.0,1,0,1887
1.31125,103.85958,1,194,1,1,0.04,16,351,713
1.31239,103.88401,2,56,6,6,0.17,4,3,268
1.27616,103.83965,2,44,90,0,0.0,2,358,1887
1.3315,103.80797,1,150,4,31,0.97,18,90,26
1.31246,103.88004,1,189,1,151,4.53,5,148,55
1.30876,103.88026,1,106,3,4,0.12,2,0,894
1.31775,103.8443,1,319,3,1,0.15,11,365,198
1.31476,103.88913,2,53,1,15,0.45,6,0,328
1.32829,103.84706,1,110,185,0,0.0,1,0,1887
1.28351,103.84418,1,115,4,41,1.23,84,47,21
1.3113,103.86166,1,201,1,2,0.07,16,351,780
1.28035,103.8491,1,146,1,26,1.38,5,333,35
1.30379,103.86212,1,150,1,37,1.1,1,0,786
1.27598,103.83826,1,175,2,81,2.38,1,0,102
1.31187,103.85814,1,208,1,0,0.0,16,351,1887
1.30389,103.83494,2,82,1,44,1.3,10,334,101
1.31805,103.86152,1,85,28,4,0.13,11,336,14
1.30473,103.83446,2,90,1,19,0.56,10,324,32
1.33479,103.84262,3,50,240,0,0.0,1,364,1887
1.32459,103.84289,2,65,4,2,0.07,1,79,380
1.28378,103.84476,1,85,7,58,1.75,40,362,4
1.28148,103.84682,1,94,5,67,2.06,40,364,3
1.29222,103.80779,1,256,3,0,0.0,11,355,1887
1.28675,103.82683,1,250,180,0,0.0,1,358,1887
1.33685,103.86807,2,100,1,2,0.07,1,0,878
1.30432,103.85016,1,119,3,43,1.67,10,297,36
1.31506,103.85503,2,62,90,15,0.47,13,361,328
1.31778,103.89263,2,69,1,1,0.03,1,0,1018
1.26675,103.81219,1,390,3,105,3.18,2,326,18
1.32861,103.84341,1,219,10,4,0.12,114,365,151
1.30899,103.80161,2,50,60,14,0.42,1,249,375
1.28118,103.84532,3,50,1,60,1.86,4,353,6
1.32346,103.8657,1,87,5,6,0.18,1,0,394
1.27992,103.84483,3,69,1,25,0.81,4,331,144
1.28154,103.84565,2,90,1,5,0.16,4,307,77
1.33235,103.86791,2,67,4,19,0.59,2,56,14
1.30488,103.784,1,319,3,2,0.06,11,352,40
1.31093,103.83939,2,58,2,25,0.76,6,349,22
1.26768,103.81521,1,250,3,2,0.06,1,223,603
1.31152,103.83826,2,58,2,9,0.46,6,352,7
1.31219,103.84376,2,61,2,10,0.34,6,365,25
1.28159,103.78641,1,125,20,5,0.16,10,124,278
1.31728,103.88995,2,56,2,5,0.17,6,0,484
1.30518,103.84066,2,100,3,12,0.37,18,363,31
1.2792,103.78634,1,237,3,35,1.35,1,244,23
1.3034,103.83371,2,110,1,21,0.64,10,322,38
1.3202,103.86359,2,60,3,0,0.0,1,0,1887
1.30895,103.85883,2,275,1,9,0.31,18,251,399
1.315,103.85823,1,90,5,8,0.24,3,166,40
1.31648,103.88565,2,65,7,8,0.27,10,73,55
1.31708,103.88466,2,90,7,1,0.03,10,58,877
1.31472,103.88835,1,65,4,6,0.18,1,0,892
1.31938,103.86324,1,200,10,12,0.38,203,0,480
1.3112,103.86107,1,208,1,23,0.78,16,351,9
1.32689,103.82142,2,119,1,2,0.06,1,0,994
1.32238,103.863,1,299,7,3,0.12,45,262,395
1.30013,103.86367,1,147,3,4,0.12,1,0,781
1.32912,103.8645,1,200,3,1,0.08,141,264,362
1.31372,103.88747,1,118,1,144,4.34,1,90,5
1.306,103.84014,2,75,2,70,2.1,1,76,4
1.3057,103.89816,1,90,4,19,0.67,274,0,451
1.26649,103.81585,2,99,3,9,0.29,1,0,537
1.29482,103.84014,1,115,7,18,0.58,84,46,58
1.31192,103.86088,3,44,1,10,0.34,17,364,209
1.31544,103.8408,1,150,3,4,0.12,1,0,869
1.32881,103.87096,2,50,2,4,0.12,2,0,798
1.31737,103.82765,1,126,5,5,0.15,1,0,877
1.28453,103.84182,2,42,90,1,0.03,83,365,987
1.31024,103.85991,2,210,1,16,0.49,17,361,389
1.328,103.84253,2,69,90,1,0.03,5,364,902
1.30904,103.86205,2,49,18,1,0.07,112,359,429
1.27699,103.84571,1,181,3,0,0.0,1,0,1887
1.31452,103.83907,2,50,10,0,0.0,1,89,1887
1.30949,103.89388,2,68,30,41,1.24,7,177,52
1.3082,103.89402,2,69,30,165,4.98,7,180,56
1.3084,103.89329,2,65,30,101,3.12,7,180,56
1.30936,103.89383,2,75,30,111,3.42,7,180,50
1.308,103.89239,2,65,30,88,2.67,7,152,55
1.3085,103.89363,2,68,30,127,3.9,7,179,30
1.30894,103.894,2,75,30,95,2.97,7,155,70
1.3131,103.88963,1,81,5,2,0.06,1,0,934
1.31347,103.88763,1,94,6,16,0.52,84,72,25
1.31419,103.86014,2,235,1,13,0.56,11,360,7
1.31163,103.89016,2,57,1,0,0.0,1,0,1887
1.31423,103.85512,1,129,25,6,0.24,10,71,270
1.31234,103.8865,1,106,4,1,0.03,2,0,982
1.31411,103.88464,1,115,29,76,2.35,12,25,21
1.28163,103.84723,2,99,3,1,0.03,1,0,972
1.31231,103.88357,1,150,29,65,2.0,12,87,189
1.31399,103.88331,1,140,29,67,2.06,12,88,238
1.31362,103.88454,2,140,29,57,1.75,12,88,238
1.31811,103.85256,2,44,1,11,0.37,1,0,613
1.28452,103.84156,2,87,2,54,1.67,7,325,14
1.3171,103.84371,1,124,2,1,0.03,1,0,956
1.29463,103.83995,1,135,2,22,0.69,27,313,16
1.30133,103.88865,2,60,1,7,0.21,1,0,482
1.30778,103.90049,1,185,2,46,1.57,9,134,6
1.27931,103.78746,2,46,180,0,0.0,1,21,1887
1.33861,103.78077,1,31,90,14,0.43,1,0,491
1.31604,103.88861,1,199,3,9,0.31,17,51,36
1.31499,103.88751,1,199,3,1,0.12,17,30,240
1.32914,103.84838,1,131,10,9,0.31,141,333,201
1.29998,103.8397,1,131,2,130,3.98,27,266,16
1.29524,103.83665,2,74,1,3,0.1,2,5,395
1.33793,103.77,2,74,1,50,1.54,2,358,22
1.31838,103.85172,2,65,5,4,0.2,7,170,112
1.29834,103.83997,1,175,2,67,2.08,27,314,16
1.34245,103.84202,2,60,1,17,0.52,1,0,892
1.32967,103.86815,2,56,3,2,0.07,1,0,848
1.28146,103.84875,1,190,3,85,2.6,8,62,44
1.32872,103.86627,1,208,7,2,0.19,114,264,263
1.31546,103.88615,1,94,4,20,0.65,67,57,65
1.31552,103.88795,1,110,5,11,0.35,67,90,69
1.31356,103.88717,1,94,1,29,1.23,67,78,57
1.31377,103.88733,1,90,1,25,0.78,67,116,91
1.31332,103.88741,1,90,1,14,0.43,67,54,30
1.30375,103.83339,2,150,1,13,0.4,10,334,66
1.30347,103.83505,2,90,1,19,0.62,10,322,83
1.30743,103.90046,1,164,2,59,1.91,9,149,15
1.28185,103.84538,2,131,2,5,0.15,1,0,892
1.3124,103.8607,2,135,1,15,0.49,20,359,2
1.31072,103.85939,2,56,1,58,1.81,20,354,6
1.31267,103.85935,2,62,1,38,1.18,20,359,10
1.32609,103.84719,1,210,10,4,0.13,203,365,65
1.31286,103.86852,2,131,2,42,1.57,1,171,8
1.32506,103.85269,1,218,3,0,0.0,203,195,1887
1.28044,103.84864,1,219,3,84,2.62,2,0,6
1.2802,103.78574,2,68,30,5,0.16,32,318,42
1.28359,103.84367,1,100,7,0,0.0,1,0,1887
1.27965,103.8404,1,240,3,52,1.6,8,138,133
1.29901,103.84906,2,75,4,7,0.22,18,363,180
1.30558,103.91274,2,56,1,36,1.11,4,345,17
1.27505,103.83597,2,87,2,0,0.0,1,88,1887
1.29304,103.80709,2,69,1,0,0.0,1,179,1887
1.2971,103.83958,2,60,10,1,0.12,1,318,239
1.31565,103.85338,2,149,1,46,1.54,13,158,121
1.2847,103.84302,3,28,1,16,0.5,8,180,284
1.28353,103.84432,3,31,1,10,0.32,8,180,25
1.30794,103.90147,1,199,2,82,2.53,9,150,6
1.30749,103.89998,1,224,2,73,2.25,9,135,9
1.30965,103.86129,2,36,18,1,0.1,83,359,300
1.31534,103.88764,1,94,4,24,0.78,67,64,27
1.29999,103.83991,1,128,2,78,2.51,27,301,25
1.31564,103.85456,2,60,2,62,1.96,13,146,19
1.29661,103.83932,1,106,2,117,3.64,27,310,23
1.32292,103.85237,1,244,10,2,0.25,114,365,16
1.29678,103.83982,1,169,2,95,2.94,18,293,15
1.30485,103.8344,2,76,1,10,0.32,10,347,58
1.30404,103.83491,2,108,1,7,0.22,10,322,23
1.30508,103.83477,2,156,1,1,0.06,10,334,519
1.30529,103.83342,2,90,1,6,0.19,10,324,30
1.32502,103.85291,1,260,75,1,0.07,114,0,436
1.29943,103.83793,2,87,2,96,3.07,28,289,14
1.28191,103.83326,1,153,2,1,0.12,26,314,245
1.30481,103.83341,2,106,1,6,0.19,10,320,639
1.31384,103.85765,2,60,2,1,0.03,1,0,946
1.31529,103.85442,1,137,3,46,1.71,1,241,273
1.31405,103.88738,1,87,4,26,0.81,67,70,19
1.2823,103.83198,1,136,1,0,0.0,26,0,1887
1.31602,103.88636,2,72,2,137,4.26,26,187,17
1.31626,103.88734,2,87,2,117,3.79,26,126,3
1.30958,103.90295,1,144,2,92,3.18,13,145,19
1.28076,103.79176,1,231,90,91,2.83,3,179,112
1.29612,103.83771,1,131,90,13,0.42,1,321,847
1.29677,103.83447,2,200,1,0,0.0,1,0,1887
1.30101,103.89784,1,269,1,1,0.03,1,0,949
1.31434,103.88615,2,72,2,124,3.96,26,218,21
1.31232,103.85837,1,201,1,1,0.09,16,351,343
1.30138,103.89884,2,81,2,4,0.13,1,0,895
1.2735,103.84527,1,144,30,34,1.3,274,359,34
1.29601,103.83794,2,87,1,7,0.23,28,345,15
1.31559,103.84062,2,81,1,1,0.03,2,0,951
1.31497,103.88769,2,72,2,99,3.19,26,208,15
1.28399,103.8348,2,78,2,2,1.0,26,325,40
1.31241,103.88184,1,158,2,121,3.81,16,148,10
1.2852,103.82406,2,69,3,9,0.29,2,274,135
1.28394,103.83149,1,131,2,3,0.47,26,349,52
1.32295,103.84861,1,110,2,21,0.76,1,0,464
1.29761,103.83672,1,149,6,7,0.22,19,141,180
1.29752,103.83843,1,112,6,18,0.58,19,300,163
1.29896,103.8371,1,119,6,16,0.52,19,300,277
1.29549,103.83805,1,137,1,18,0.63,48,300,38
1.29892,103.83927,1,137,2,108,3.51,48,287,16
1.29876,103.83802,1,139,6,7,0.23,19,300,210
1.30104,103.85386,2,99,3,4,0.13,1,0,751
1.31331,103.88717,3,31,1,3,0.1,1,0,793
1.32213,103.86521,1,218,10,8,0.25,203,168,415
1.30391,103.84679,1,85,5,20,0.74,67,50,15
1.31641,103.82755,2,60,2,0,0.0,1,0,1887
1.30863,103.86146,2,44,18,2,0.07,112,362,615
1.28043,103.85334,2,90,4,2,0.06,1,0,929
1.28725,103.84788,3,19,1,21,0.66,43,358,74
1.28824,103.84652,3,24,1,15,0.48,43,355,58
1.28847,103.84662,3,29,1,6,0.2,43,348,563
1.2881,103.84625,3,29,1,26,0.82,43,353,224
1.28455,103.8235,2,69,180,31,0.99,2,336,10
1.2885,103.8478,3,24,1,0,0.0,43,362,1887
1.28699,103.84674,3,24,1,5,0.18,43,363,118
1.28655,103.84833,3,29,1,2,0.06,43,0,244
1.28769,103.84678,3,19,1,20,0.67,43,341,55
1.28673,103.84794,3,19,1,2,0.08,43,358,752
1.28829,103.84799,3,21,1,8,0.27,43,0,570
1.28787,103.84683,3,29,1,2,0.07,43,348,815
1.28702,103.84796,3,29,1,8,0.27,43,348,172
1.28716,103.84686,3,29,1,1,0.04,43,349,722
1.2871,103.84752,3,29,1,12,0.4,43,335,437
1.3105,103.79433,1,219,90,14,0.45,1,360,197
1.29874,103.83863,1,119,7,20,0.68,19,284,120
1.29774,103.83639,1,119,6,12,0.4,19,257,359
1.29587,103.84041,1,119,5,33,1.08,84,75,14
1.30007,103.85154,3,32,2,11,0.35,14,359,104
1.287,103.84691,3,39,1,4,0.13,43,22,118
1.31779,103.85169,2,65,5,15,0.49,7,170,24
1.3054,103.86092,2,100,1,181,5.74,9,130,3
1.28612,103.84814,2,281,7,0,0.0,1,358,1887
1.30795,103.82865,2,210,1,5,0.17,1,155,420
1.27583,103.83579,2,64,2,2,0.08,2,0,745
1.32547,103.85029,2,53,90,5,0.2,1,90,126
1.29739,103.85231,3,29,2,11,0.43,14,351,98
1.31226,103.85911,2,56,1,47,1.51,20,352,27
1.28286,103.84467,3,31,1,34,1.1,8,357,16
1.28794,103.82216,3,25,1,0,0.0,1,0,1887
1.30388,103.83358,2,158,1,23,0.75,10,315,30
1.30391,103.8334,2,108,1,4,0.14,10,338,303
1.2971,103.83608,2,128,100,0,0.0,1,180,1887
1.28117,103.85316,1,131,180,0,0.0,2,26,1887
1.33835,103.78372,2,135,2,19,0.65,2,306,16
1.31177,103.87982,2,124,1,5,0.37,9,354,26
1.30202,103.84872,2,119,3,35,1.15,2,79,124
1.28296,103.84482,2,200,1,2,0.08,1,365,659
1.30692,103.83509,2,165,1,0,0.0,4,0,1887
1.2964,103.8371,1,136,2,38,1.28,18,322,18
1.31194,103.85949,1,208,1,0,0.0,16,351,1887
1.33875,103.78188,2,135,2,47,1.79,2,75,20
1.31403,103.88139,2,40,18,1,0.04,59,353,841
1.29521,103.85369,2,118,2,106,3.43,14,196,21
1.31974,103.85205,1,237,10,2,0.11,203,365,441
1.31262,103.88031,2,44,2,114,3.75,14,77,5
1.2871,103.84686,3,49,1,0,0.0,43,22,1887
1.28301,103.84153,1,110,7,6,0.24,40,217,2
1.29734,103.85521,2,93,2,49,1.59,14,240,32
1.30352,103.83436,2,100,1,10,0.36,10,320,142
1.34166,103.83903,1,169,90,0,0.0,1,364,1887
1.30449,103.83844,2,100,3,11,0.36,18,364,13
1.2966,103.8553,2,106,2,77,2.54,14,229,16
1.29488,103.82774,1,200,4,7,0.28,2,119,160
1.29632,103.8374,2,83,1,8,0.27,1,0,799
1.29645,103.83307,2,50,1,0,0.0,1,0,1887
1.27846,103.83768,1,94,2,3,0.12,4,50,392
1.27709,103.83729,1,94,2,60,1.99,4,55,40
1.27824,103.83775,1,94,2,7,0.24,4,77,407
1.31413,103.85743,1,43,25,0,0.0,1,155,1887
1.31206,103.85989,3,46,1,16,0.58,2,365,219
1.3148,103.88818,1,139,2,110,3.63,16,33,14
1.2999,103.88326,1,351,90,4,0.26,4,364,8
1.33681,103.84944,2,28,7,2,0.08,1,0,721
1.27661,103.84281,2,31,180,0,0.0,1,364,1887
1.26814,103.81203,2,90,1,0,0.0,2,0,1887
1.31382,103.85429,2,125,2,56,1.89,13,158,27
1.31321,103.85398,1,200,5,4,0.14,141,155,80
1.32809,103.84825,1,200,4,2,0.18,141,257,227
1.2953,103.83853,1,160,2,85,2.91,27,290,40
1.32053,103.88416,2,60,1,19,0.67,2,337,13
1.30832,103.86118,2,42,18,1,0.03,59,344,909
1.30173,103.84619,2,119,1,7,0.35,2,365,235
1.30892,103.86227,2,39,18,1,0.04,59,359,822
1.27798,103.83855,1,94,2,123,4.15,10,50,18
1.2768,103.8369,1,94,2,88,3.19,10,53,15
1.27646,103.83895,1,94,2,90,3.06,10,80,24
1.31382,103.8538,2,110,1,15,0.51,9,308,72
1.29765,103.83933,1,168,1,52,1.85,28,319,56
1.28294,103.8436,2,99,90,1,0.04,59,326,849
1.29619,103.87109,1,133,3,0,0.0,1,0,1887
1.3128,103.85308,2,69,2,11,0.37,13,148,85
1.31414,103.89372,1,179,2,0,0.0,1,0,1887
1.30687,103.89637,1,350,3,0,0.0,4,87,1887
1.3089,103.88568,2,50,2,26,0.89,1,0,313
1.30808,103.86265,2,37,18,0,0.0,59,353,1887
1.29832,103.84021,1,139,2,42,1.51,48,318,37
1.31783,103.8047,1,175,4,4,0.13,1,0,842
1.30979,103.86245,2,37,18,4,0.14,59,360,437
1.29744,103.83972,1,139,2,43,1.46,18,304,30
1.28185,103.84097,1,135,5,4,0.31,40,352,235
1.28386,103.84229,3,50,1,71,2.37,1,365,36
1.30339,103.89628,2,69,90,1,0.05,1,90,615
1.29841,103.85677,1,110,2,3,0.1,1,0,862
1.31092,103.86036,3,24,1,40,1.34,2,365,212
1.3165,103.88944,2,56,1,2,0.1,6,0,569
1.31404,103.85322,1,200,5,3,0.2,141,247,172
1.28159,103.80318,2,100,1,1,0.04,2,0,702
1.29664,103.83987,1,165,2,35,1.23,48,336,16
1.27357,103.84359,2,125,2,3,0.11,1,59,4
1.30545,103.83863,2,56,2,9,0.3,3,89,342
1.30729,103.89897,1,189,2,13,0.71,23,36,21
1.30654,103.90009,1,185,3,14,0.75,17,36,29
1.306,103.90003,1,112,2,9,0.31,17,35,218
1.31247,103.88584,2,44,3,19,0.64,1,0,387
1.30918,103.86289,2,37,18,0,0.0,59,359,1887
1.31254,103.85318,2,57,2,89,3.02,13,142,16
1.3238,103.86528,2,40,1,2,0.07,1,239,863
1.30572,103.8985,1,112,2,25,0.94,23,35,14
1.30315,103.8364,1,303,1,2,0.09,17,179,61
1.30548,103.83283,1,253,1,0,0.0,1,0,1887
1.30342,103.83642,1,303,1,5,0.34,17,179,151
1.30311,103.83796,1,303,1,13,0.53,17,171,39
1.30453,103.83682,1,303,1,32,1.3,17,153,27
1.30458,103.83686,1,303,1,9,0.31,17,179,42
1.29218,103.76796,3,19,5,9,0.35,9,80,161
1.3038,103.8367,1,374,1,22,0.87,17,157,39
1.30375,103.83672,1,374,1,9,0.35,17,179,42
1.30342,103.83645,1,374,1,13,0.46,17,179,105
1.30299,103.83611,1,374,1,15,0.66,17,179,67
1.30295,103.83615,1,374,1,13,0.51,17,179,458
1.30528,103.84704,1,131,25,3,0.33,141,365,60
1.32671,103.84757,1,131,25,1,0.11,141,365,259
1.30625,103.88962,1,110,10,40,1.43,1,0,293
1.31249,103.88721,2,46,1,0,0.0,1,0,1887
1.28178,103.84535,1,200,3,3,0.1,2,0,855
1.31394,103.88584,1,90,1,0,0.0,1,0,1887
1.31291,103.85171,1,100,2,3,0.1,1,0,835
1.30723,103.85235,2,39,2,112,3.81,5,344,14
1.31751,103.8905,1,114,183,0,0.0,1,358,1887
1.3146,103.85258,2,310,1,5,0.22,9,291,114
1.30832,103.85406,2,49,2,105,3.58,5,347,17
1.29805,103.85023,2,60,4,4,0.43,18,0,65
1.34147,103.84127,2,69,4,6,0.2,18,364,147
1.30172,103.83815,2,85,3,15,0.51,18,321,27
1.28729,103.84786,3,132,1,0,0.0,43,335,1887
1.34676,103.85401,2,40,1,9,0.31,1,0,827
1.31313,103.85954,1,208,1,1,0.04,16,351,713
