latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,no_of_days_since_lastreview
1.31433,103.90381,2,50,180,0,0.0,1,180,1887
1.32205,103.86531,1,240,2,20,3.68,14,222,19
1.32371,103.86561,1,240,2,14,2.69,14,233,19
1.32429,103.86561,1,240,2,15,2.98,14,256,47
1.32422,103.86401,1,240,2,12,2.21,14,327,19
1.32215,103.86607,1,240,2,18,3.31,14,244,23
1.32276,103.86404,1,281,2,20,3.8,14,213,22
1.32203,103.86391,1,281,2,17,3.27,14,315,16
1.32433,103.86463,1,281,2,24,4.56,14,313,16
1.32204,103.86444,1,281,2,20,3.8,14,230,35
1.32257,103.86478,1,360,2,18,3.46,14,181,17
1.32281,103.86474,1,360,2,20,3.87,14,165,18
1.32344,103.86451,1,360,2,25,4.75,14,182,23
1.3221,103.86565,1,360,2,15,2.83,14,212,15
1.32388,103.86456,1,360,2,18,3.46,14,205,24
1.28316,103.83354,2,57,18,0,0.0,59,331,1887
1.3143,103.88271,1,118,1,8,1.55,1,107,18
1.31257,103.88399,2,90,1,4,0.75,1,351,1
1.32591,103.85066,2,65,30,6,1.19,1,146,29
1.30936,103.86261,2,58,18,0,0.0,48,359,1887
1.3056,103.84698,1,381,1,3,0.87,27,365,80
1.28476,103.8338,1,132,2,1,0.19,25,331,160
1.28329,103.83375,1,111,2,4,0.74,25,333,16
1.32599,103.84601,1,128,8,0,0.0,203,320,1887
1.28006,103.85371,1,112,90,0,0.0,41,365,1887
1.32353,103.85207,1,218,3,1,0.24,203,260,124
1.28345,103.84306,2,60,90,1,0.25,112,289,118
1.29489,103.84196,1,150,10,0,0.0,203,242,1887
1.32009,103.86516,1,287,30,0,0.0,203,265,1887
1.31089,103.8525,2,100,1,7,1.53,6,177,16
1.32811,103.86288,2,58,7,1,0.24,1,256,124
1.32842,103.84413,1,287,14,0,0.0,203,262,1887
1.27668,103.85017,1,206,30,0,0.0,30,0,1887
1.32469,103.84983,1,181,15,0,0.0,67,365,1887
1.32883,103.84324,1,278,7,0,0.0,113,85,1887
1.32081,103.86327,1,200,15,0,0.0,67,365,1887
1.29585,103.82795,2,82,1,3,1.05,1,90,10
1.28537,103.83486,2,57,18,0,0.0,112,341,1887
1.28376,103.83533,1,129,2,1,0.19,25,303,158
1.28204,103.83088,1,122,1,12,2.25,24,292,24
1.28173,103.84536,1,149,3,2,0.4,15,64,133
1.29275,103.83864,1,219,13,1,0.26,1,334,114
1.30038,103.84716,1,131,18,0,0.0,67,365,1887
1.29873,103.82808,2,51,90,0,0.0,1,90,1887
1.31131,103.86206,2,58,18,0,0.0,48,359,1887
1.28283,103.83153,1,132,1,1,0.19,25,266,157
1.28236,103.83243,1,104,1,6,1.13,25,277,16
1.32108,103.85325,1,137,3,0,0.0,45,361,1887
1.31479,103.88989,2,85,1,8,1.68,1,165,16
1.31278,103.88884,2,44,1,10,1.99,22,131,32
1.32174,103.86343,1,199,7,3,0.69,113,115,88
1.32191,103.86396,1,287,7,2,0.53,113,180,39
1.31038,103.88391,1,169,1,5,1.26,22,147,23
1.31036,103.8997,2,81,2,3,1.96,2,12,28
1.31041,103.89994,2,81,2,6,1.46,2,15,1
1.28313,103.84218,2,58,90,1,0.23,59,352,126
1.29835,103.84346,1,287,2,22,4.43,3,22,9
1.313,103.8853,1,190,1,4,0.79,2,120,49
1.28152,103.8399,1,240,3,0,0.0,8,65,1887
1.28002,103.84027,1,240,3,2,0.67,9,62,18
1.31269,103.88693,2,54,1,13,2.79,22,158,58
1.27561,103.84362,1,153,7,1,1.0,274,3,24
1.3228,103.85244,1,244,5,0,0.0,45,254,1887
1.2735,103.84667,1,135,89,0,0.0,45,262,1887
1.27533,103.84587,1,135,89,0,0.0,45,210,1887
1.27376,103.84684,1,108,89,0,0.0,45,363,1887
1.27512,103.84576,1,110,89,0,0.0,45,363,1887
1.29993,103.84724,1,208,7,9,1.74,12,94,12
1.3033,103.90068,2,40,5,1,0.58,2,14,50
1.30005,103.84303,1,287,2,9,2.43,1,47,5
1.31276,103.88776,1,237,3,0,0.0,113,177,1887
1.31284,103.88824,1,237,3,1,0.29,113,0,103
1.31521,103.89747,1,187,3,0,0.0,113,365,1887
1.31522,103.89825,1,158,3,0,0.0,113,365,1887
1.31547,103.89851,1,158,3,0,0.0,113,365,1887
1.31569,103.89675,1,158,3,1,0.75,113,359,38
1.30628,103.78515,2,60,90,0,0.0,7,279,1887
1.30983,103.85372,1,135,2,5,2.42,8,243,13
1.31311,103.88862,1,237,3,1,0.7,113,365,41
1.29346,103.83723,2,65,5,1,0.57,2,180,51
1.31192,103.88556,1,228,3,0,0.0,203,332,1887
1.3118,103.88535,1,228,14,0,0.0,203,365,1887
1.31195,103.88667,1,225,3,0,0.0,45,332,1887
1.31071,103.82708,1,135,3,39,8.07,5,160,6
1.31129,103.82515,1,169,3,2,0.59,5,167,34
1.31303,103.88714,1,187,20,0,0.0,157,332,1887
1.3132,103.88653,1,228,3,0,0.0,79,332,1887
1.32475,103.8489,1,169,14,0,0.0,157,365,1887
1.29572,103.82672,1,125,2,12,2.65,1,208,29
1.30531,103.84734,1,131,14,0,0.0,157,365,1887
1.32092,103.8649,1,287,20,0,0.0,67,365,1887
1.3134,103.89316,1,199,1,8,2.03,4,339,23
1.3137,103.89315,2,99,2,0,0.0,4,364,1887
1.31314,103.89414,2,90,2,3,0.63,4,363,47
1.29204,103.77178,2,49,3,0,0.0,1,0,1887
1.31557,103.89025,2,65,7,3,0.87,10,80,59
1.28469,103.84346,2,58,90,0,0.0,48,365,1887
1.28526,103.82872,2,87,2,12,3.79,1,0,15
1.30429,103.85076,2,150,1,0,0.0,64,365,1887
1.30339,103.86163,1,110,90,0,0.0,3,291,1887
1.29806,103.85851,1,337,5,20,4.38,15,119,3
1.35389,103.83496,2,65,2,2,0.62,3,33,81
1.3098,103.82543,1,169,3,11,2.62,5,165,11
1.31593,103.89695,1,99,5,0,0.0,113,365,1887
1.31513,103.89737,1,199,3,0,0.0,113,365,1887
1.31431,103.89804,1,178,3,1,1.0,113,365,8
1.31006,103.87815,1,237,3,6,1.61,113,0,41
1.28365,103.83157,1,132,1,2,2.0,25,314,14
1.32108,103.81054,1,190,28,0,0.0,78,364,1887
1.31469,103.85268,1,128,15,0,0.0,157,365,1887
1.30972,103.87752,1,237,3,4,0.96,113,356,54
1.31015,103.87672,1,199,3,1,0.67,113,360,43
1.31178,103.87784,1,199,3,0,0.0,113,365,1887
1.30982,103.8783,1,199,3,0,0.0,113,361,1887
1.31134,103.87761,1,199,3,1,0.52,113,365,56
1.32149,103.86515,1,140,15,1,1.0,157,365,15
1.31119,103.87772,1,199,3,0,0.0,113,365,1887
1.3142,103.89863,1,99,3,0,0.0,113,361,1887
1.31451,103.89862,1,137,3,0,0.0,113,365,1887
1.31512,103.89682,1,208,3,1,0.34,113,365,87
1.31409,103.89858,1,187,3,0,0.0,113,362,1887
1.30967,103.82707,1,187,3,5,1.28,5,167,29
1.31492,103.89453,1,199,1,11,2.29,4,343,26
1.29462,103.83833,3,85,1,0,0.0,2,332,1887
1.31214,103.85918,1,265,2,10,2.33,7,338,15
1.31623,103.85547,1,135,5,2,0.41,114,341,24
1.28009,103.85425,2,199,1,4,1.13,2,120,5
1.27525,103.84399,1,150,1,0,0.0,1,0,1887
1.30132,103.83716,1,308,6,1,0.44,6,299,66
1.27609,103.84356,1,161,4,1,0.25,274,0,119
1.27487,103.8449,1,137,30,2,1.0,274,306,27
1.31507,103.88652,1,199,2,2,0.46,1,123,31
1.31413,103.85315,1,128,3,1,1.0,45,349,24
1.31396,103.85477,1,126,3,1,0.81,45,325,35
1.30522,103.84853,1,126,3,0,0.0,45,243,1887
1.28304,103.84332,2,60,90,0,0.0,112,289,1887
1.28249,103.82986,2,56,90,1,1.0,5,274,22
1.28338,103.8311,2,68,90,0,0.0,5,273,1887
1.28195,103.82952,2,65,90,0,0.0,5,364,1887
1.28168,103.83039,1,125,2,2,0.53,25,291,73
1.31104,103.85682,1,208,7,0,0.0,113,364,1887
1.30313,103.86179,1,106,30,0,0.0,274,300,1887
1.30771,103.83193,2,256,4,0,0.0,2,177,1887
1.31155,103.87608,1,181,13,0,0.0,157,365,1887
1.31616,103.8544,1,128,14,0,0.0,157,365,1887
1.29478,103.82975,1,124,1,9,2.37,25,235,16
1.30088,103.85908,2,200,1,0,0.0,7,0,1887
1.30189,103.85943,3,200,1,0,0.0,7,363,1887
1.30207,103.85812,3,200,1,2,0.81,7,364,49
1.31005,103.85264,1,115,2,7,3.5,8,253,4
1.30202,103.86012,3,200,1,0,0.0,7,365,1887
1.30179,103.86003,3,200,1,1,0.7,7,365,41
1.30209,103.85796,3,200,1,0,0.0,7,0,1887
1.30248,103.85983,3,200,1,0,0.0,7,365,1887
1.2934,103.83027,1,124,2,5,1.34,25,328,83
1.29006,103.83231,1,299,2,0,0.0,76,364,1887
1.30976,103.85223,1,124,2,8,2.96,8,250,0
1.32293,103.85178,1,199,3,11,2.68,8,116,11
1.31197,103.8781,1,228,3,0,0.0,6,336,1887
1.3111,103.87615,1,228,3,0,0.0,6,337,1887
1.31155,103.8769,1,228,3,0,0.0,6,317,1887
1.3116,103.87752,1,228,3,0,0.0,6,318,1887
1.30985,103.87661,1,228,3,0,0.0,6,290,1887
1.31,103.87632,1,228,3,0,0.0,6,319,1887
1.29309,103.84253,1,135,4,0,0.0,157,302,1887
1.31009,103.85392,1,125,1,12,4.74,8,247,1
1.32914,103.8639,1,100,100,1,0.21,1,179,142
1.30892,103.85851,2,60,1,9,3.97,1,150,30
1.32095,103.85366,1,208,7,0,0.0,113,365,1887
1.2947,103.84318,1,158,5,0,0.0,113,365,1887
1.28015,103.84941,1,156,7,0,0.0,40,365,1887
1.32944,103.86526,1,200,14,0,0.0,67,365,1887
1.3215,103.86471,1,156,20,0,0.0,67,365,1887
1.33044,103.86787,2,50,1,2,0.46,1,0,127
1.30238,103.86289,1,368,7,15,3.26,12,146,12
1.28026,103.85344,1,281,3,33,7.23,2,67,3
1.31188,103.88178,1,165,2,16,4.71,3,210,7
1.32631,103.84894,1,178,3,0,0.0,113,365,1887
1.3258,103.84853,1,287,7,0,0.0,113,365,1887
1.28381,103.84227,2,60,90,2,0.5,83,289,79
1.32897,103.84296,1,278,7,0,0.0,113,270,1887
1.32759,103.86528,1,208,7,1,0.26,113,365,114
1.31634,103.85345,2,75,2,4,0.96,7,58,85
1.28179,103.84328,2,219,1,4,0.93,14,332,16
1.32419,103.85334,1,149,7,0,0.0,113,365,1887
1.30071,103.84776,1,287,4,2,0.74,113,304,30
1.29227,103.82472,1,269,2,0,0.0,14,0,1887
1.29353,103.82317,1,269,2,0,0.0,16,0,1887
1.29422,103.82456,1,269,2,0,0.0,16,0,1887
1.29394,103.82303,1,269,2,0,0.0,14,0,1887
1.29421,103.82475,1,269,2,0,0.0,14,0,1887
1.29401,103.82342,1,269,2,0,0.0,16,0,1887
1.3127,103.88021,1,199,3,0,0.0,113,365,1887
1.3136,103.85414,1,158,3,0,0.0,113,365,1887
1.31563,103.85438,1,158,5,0,0.0,113,365,1887
1.31486,103.85342,1,137,3,0,0.0,203,340,1887
1.31391,103.85352,1,137,14,1,0.25,203,365,119
1.30145,103.86154,1,75,90,1,1.0,3,40,28
1.29412,103.82502,1,260,2,0,0.0,16,0,1887
1.29415,103.825,1,260,2,0,0.0,14,0,1887
1.29441,103.82431,1,260,2,0,0.0,14,0,1887
1.29239,103.82449,1,260,2,0,0.0,16,0,1887
1.29268,103.82355,1,260,2,0,0.0,16,0,1887
1.2928,103.82484,1,260,2,0,0.0,14,0,1887
1.29424,103.82339,1,219,2,0,0.0,14,0,1887
1.29306,103.82364,1,219,2,0,0.0,16,0,1887
1.33406,103.78808,2,56,1,5,2.0,1,342,15
1.28206,103.84486,2,187,1,3,0.69,14,326,52
1.28417,103.83107,1,250,2,8,2.26,1,24,6
1.31299,103.85334,1,137,3,1,0.71,157,340,40
1.31378,103.85346,1,137,3,0,0.0,79,340,1887
1.31517,103.855,1,126,3,0,0.0,45,340,1887
1.28513,103.84156,2,69,90,0,0.0,59,326,1887
1.2965,103.83999,1,150,2,15,3.36,3,324,7
1.28362,103.8435,2,187,1,0,0.0,14,360,1887
1.30792,103.86182,1,250,2,1,0.23,1,0,127
1.30036,103.85771,1,158,3,12,2.79,2,58,2
1.28235,103.83147,1,132,2,2,0.61,25,312,96
1.31762,103.8259,1,281,7,0,0.0,78,364,1887
1.32023,103.8655,1,287,20,0,0.0,67,365,1887
1.29524,103.83787,1,249,1,20,4.69,7,6,26
1.31675,103.84211,1,239,1,7,2.12,22,143,21
1.31373,103.87619,1,199,1,6,1.54,22,134,14
1.31638,103.85701,1,118,3,2,0.47,203,338,58
1.31646,103.85682,1,168,3,0,0.0,141,279,1887
1.31464,103.85769,1,118,3,2,0.53,203,358,103
1.31691,103.85897,1,118,3,0,0.0,203,335,1887
1.31686,103.85833,1,108,3,1,0.22,141,338,133
1.31625,103.85692,1,168,3,0,0.0,203,279,1887
1.31617,103.85698,1,108,3,0,0.0,141,335,1887
1.31691,103.85846,1,108,3,11,2.7,141,345,1
1.31542,103.85905,1,119,3,1,0.37,67,365,78
1.3169,103.85674,1,169,25,0,0.0,67,361,1887
1.30026,103.90174,1,99,2,1,0.22,1,126,134
1.27262,103.83408,2,94,2,0,0.0,9,362,1887
1.30131,103.85192,1,208,2,8,3.16,3,96,6
1.27682,103.84939,1,200,2,3,1.0,1,45,44
1.30158,103.83943,2,36,90,0,0.0,1,364,1887
1.31545,103.85452,1,128,15,0,0.0,157,361,1887
1.2836,103.8437,2,49,90,7,1.62,2,126,34
1.30552,103.85626,3,19,1,7,1.62,1,355,29
1.31922,103.88202,1,99,3,16,3.69,1,45,9
1.31178,103.87637,1,237,3,1,0.48,113,356,60
1.29543,103.84122,1,278,5,3,1.41,113,341,48
1.28348,103.84215,2,58,90,1,0.33,112,365,90
1.3221,103.8518,1,199,14,0,0.0,67,365,1887
1.29594,103.84159,1,162,1,0,0.0,4,365,1887
1.27763,103.84164,1,181,4,3,0.93,1,284,34
1.31559,103.82732,1,315,7,0,0.0,78,364,1887
1.32437,103.86613,2,40,3,5,1.15,1,0,86
1.31742,103.82621,1,360,7,0,0.0,78,364,1887
1.33877,103.84762,2,31,365,0,0.0,1,358,1887
1.3281,103.84874,1,158,7,0,0.0,113,365,1887
1.31372,103.85462,1,131,10,1,0.24,141,340,125
1.3436,103.77051,1,200,2,4,1.1,7,346,32
1.28227,103.83479,1,139,1,1,0.23,25,208,130
1.32204,103.85708,1,81,4,5,1.24,1,0,88
1.30535,103.84692,1,149,3,0,0.0,113,365,1887
1.31505,103.85854,1,168,3,5,1.27,157,279,31
1.30294,103.86288,1,106,30,1,0.77,274,257,37
1.30318,103.86183,1,136,30,0,0.0,274,257,1887
1.32254,103.85366,1,208,7,0,0.0,113,365,1887
1.32665,103.84641,1,181,8,1,0.24,67,178,122
1.27653,103.84633,1,319,1,22,5.95,5,273,1
1.3246,103.8451,1,287,20,0,0.0,157,365,1887
1.272,103.82188,2,58,2,12,4.34,1,32,12
1.30161,103.83733,1,340,6,1,0.44,6,300,66
1.31682,103.85866,1,287,3,1,0.26,113,365,112
1.27405,103.84367,1,144,14,1,0.34,274,0,86
1.27509,103.84534,1,151,30,0,0.0,274,0,1887
1.30039,103.8391,1,308,6,1,0.45,6,314,64
1.27525,103.84373,1,175,30,0,0.0,274,230,1887
1.32042,103.86303,1,268,7,1,1.0,113,365,23
1.30157,103.83865,1,350,6,1,0.48,6,300,60
1.30217,103.86283,1,136,7,1,0.67,274,0,43
1.27498,103.84411,1,194,30,0,0.0,274,342,1887
1.29992,103.85924,1,100,3,0,0.0,2,0,1887
1.31686,103.85333,1,240,2,7,1.79,8,354,31
1.333,103.79489,2,165,1,0,0.0,4,0,1887
1.31678,103.85717,1,122,5,2,0.6,114,335,61
1.316,103.85716,1,119,5,0,0.0,114,358,1887
1.31523,103.85706,1,124,5,0,0.0,114,338,1887
1.31544,103.85736,1,228,5,0,0.0,114,279,1887
1.31657,103.85764,1,131,28,0,0.0,114,365,1887
1.3162,103.85863,1,131,20,0,0.0,114,365,1887
1.31519,103.85684,1,229,20,0,0.0,114,365,1887
1.31621,103.85707,1,118,14,0,0.0,203,338,1887
1.31469,103.85752,1,118,3,0,0.0,157,338,1887
1.31556,103.85875,1,115,3,0,0.0,157,358,1887
1.31641,103.85722,1,118,3,1,0.37,157,335,79
1.27456,103.84727,1,151,30,0,0.0,274,240,1887
1.28325,103.84428,2,181,1,2,0.95,6,358,59
1.31312,103.82555,1,350,90,0,0.0,1,173,1887
1.32411,103.85472,2,58,3,5,1.24,2,72,16
1.28538,103.83348,2,57,28,1,0.3,112,285,98
1.30515,103.84827,1,137,3,0,0.0,67,243,1887
1.3138,103.85298,1,137,20,0,0.0,67,365,1887
1.31557,103.85289,1,140,20,1,0.75,67,365,38
1.28138,103.84931,1,319,2,5,1.27,38,347,25
1.30596,103.85235,3,208,1,0,0.0,1,365,1887
1.27599,103.84824,1,193,1,7,1.65,5,162,29
1.32743,103.84489,1,287,20,0,0.0,67,365,1887
1.31247,103.89694,1,200,15,0,0.0,157,352,1887
1.29475,103.84197,1,300,20,0,0.0,67,335,1887
1.29488,103.84238,1,89,1,19,4.96,2,23,11
1.2995,103.89806,2,81,1,0,0.0,1,57,1887
1.31294,103.85464,1,229,2,3,0.77,7,340,22
1.3026,103.86276,1,385,2,3,0.77,4,307,60
1.3067,103.91822,2,49,1,25,6.0,3,70,8
1.29609,103.83924,1,139,2,1,1.0,48,315,23
1.29703,103.83843,1,131,2,2,1.62,48,334,25
1.2952,103.83961,1,137,2,0,0.0,27,327,1887
1.29027,103.80659,1,300,3,1,1.0,34,365,24
1.29681,103.83844,1,137,2,2,1.67,27,305,26
1.29513,103.83955,1,115,2,3,1.18,18,331,25
1.2975,103.83804,1,119,2,6,1.84,28,341,18
1.33503,103.7953,2,165,1,0,0.0,4,0,1887
1.3284,103.84721,1,158,5,0,0.0,113,177,1887
1.31302,103.89529,1,187,7,0,0.0,113,180,1887
1.301,103.84706,1,287,5,2,0.71,113,115,65
1.27372,103.84503,1,151,30,0,0.0,274,322,1887
1.28238,103.8429,2,181,1,1,0.31,6,352,94
1.2831,103.84295,2,190,1,2,0.5,6,348,43
1.28219,103.84425,2,181,1,7,2.23,6,343,20
1.28186,103.84308,2,169,1,3,1.29,6,344,16
1.28207,103.84307,2,281,1,2,0.68,6,244,60
1.30995,103.86173,2,58,18,1,0.57,83,340,51
1.31367,103.8826,2,39,18,1,0.42,48,359,69
1.31254,103.8541,1,219,1,11,2.73,1,57,0
1.31368,103.89405,1,185,2,17,5.0,3,248,1
1.31208,103.88553,1,300,3,0,0.0,203,265,1887
1.31275,103.88553,1,387,3,0,0.0,79,265,1887
1.27549,103.8451,1,146,30,0,0.0,274,320,1887
1.303,103.8483,1,131,20,0,0.0,67,365,1887
1.31625,103.85733,1,137,20,0,0.0,67,365,1887
1.2739,103.8445,1,146,30,0,0.0,274,269,1887
1.32522,103.84499,1,137,20,0,0.0,67,365,1887
1.31992,103.85322,1,131,20,0,0.0,67,365,1887
1.30271,103.85312,1,242,2,7,1.79,3,8,3
1.29576,103.83985,2,87,2,6,1.78,28,326,54
1.29698,103.83793,2,87,2,6,2.22,28,328,15
1.29586,103.84004,2,87,2,0,0.0,28,346,1887
1.29544,103.83923,2,87,2,0,0.0,28,346,1887
1.2741,103.83429,2,79,2,4,1.01,9,362,27
1.291,103.807,1,206,5,0,0.0,34,364,1887
1.30668,103.831,1,240,6,0,0.0,2,356,1887
1.3056,103.84766,2,50,3,2,0.55,1,0,82
1.28614,103.83395,1,181,3,0,0.0,13,30,1887
1.2849,103.83448,1,200,3,1,0.29,13,55,102
1.28483,103.834,1,181,3,0,0.0,13,58,1887
1.28539,103.83438,1,181,3,1,0.28,13,35,106
1.32634,103.85041,1,215,30,3,0.73,2,137,103
1.3016,103.84734,1,278,7,5,1.39,10,84,10
1.32094,103.86377,1,287,7,0,0.0,79,262,1887
1.32193,103.86561,1,287,7,0,0.0,79,262,1887
1.32224,103.86376,1,287,7,0,0.0,79,262,1887
1.28574,103.83453,1,131,3,0,0.0,15,14,1887
1.31194,103.88584,1,349,3,5,1.52,113,0,56
1.28446,103.83315,1,125,1,0,0.0,30,208,1887
1.28585,103.83437,1,150,3,0,0.0,30,57,1887
1.28421,103.83382,1,119,3,0,0.0,30,64,1887
1.28413,103.83401,1,119,3,0,0.0,30,60,1887
1.28409,103.83457,1,119,3,1,0.41,30,75,72
1.28595,103.83411,1,119,3,1,0.32,30,7,93
1.30201,103.86167,1,300,2,1,0.26,7,320,114
1.30091,103.85157,1,287,5,4,1.03,113,270,23
1.28451,103.83378,1,131,3,2,0.51,15,35,94
1.32182,103.86368,1,268,7,0,0.0,113,365,1887
1.30923,103.85408,2,81,1,1,0.5,64,359,58
1.28504,103.84163,2,68,3,9,2.5,7,353,21
1.31505,103.85485,1,131,30,0,0.0,141,365,1887
1.29443,103.82738,1,181,1,7,2.69,4,59,19
1.2903,103.80651,1,249,1,5,1.21,4,69,58
1.29195,103.80839,1,158,1,10,2.48,4,65,15
1.29353,103.8362,1,249,1,7,1.74,4,20,24
1.30896,103.85743,1,250,2,4,0.98,1,74,100
1.30885,103.85491,2,49,2,3,0.78,1,0,93
1.3093,103.8549,2,44,2,0,0.0,1,0,1887
1.29005,103.82832,2,260,2,0,0.0,4,350,1887
1.31039,103.85346,2,24,2,0,0.0,1,0,1887
1.31017,103.85398,2,24,2,1,0.31,1,0,94
1.30961,103.85738,1,190,1,12,3.08,3,71,30
1.30289,103.86185,1,300,2,6,1.88,6,359,20
1.31579,103.89064,2,60,7,1,0.28,10,73,107
1.29108,103.77172,2,50,10,0,0.0,1,261,1887
1.3068,103.85178,3,25,1,14,3.41,10,157,0
1.32554,103.84959,1,150,90,0,0.0,1,179,1887
1.30694,103.85141,3,50,1,2,0.59,10,353,21
1.30557,103.85297,2,199,1,7,2.14,10,322,10
1.30748,103.85335,2,150,1,11,3.03,10,198,3
1.30692,103.85112,2,119,1,1,0.77,10,282,37
1.30618,103.8527,2,350,1,2,0.6,10,327,73
1.29649,103.82718,2,199,7,1,0.48,1,365,61
1.30324,103.86057,2,110,1,8,2.31,9,138,10
1.30444,103.86159,2,90,1,19,5.0,9,292,5
1.303,103.86012,2,85,1,14,3.93,9,144,4
1.28252,103.83463,1,146,1,3,1.76,30,220,15
1.3044,103.85103,2,140,1,0,0.0,64,365,1887
1.28496,103.84215,2,99,90,0,0.0,83,326,1887
1.30127,103.85345,1,165,5,3,1.05,2,0,57
1.31594,103.88772,1,165,1,13,3.79,2,120,15
1.30969,103.86086,2,50,18,1,0.33,59,359,89
1.30601,103.85314,3,25,1,9,2.33,10,341,8
1.27702,103.84678,1,268,2,7,2.47,12,21,18
1.31743,103.84506,1,135,90,0,0.0,5,213,1887
1.31746,103.84434,1,115,90,0,0.0,5,189,1887
1.30738,103.85404,2,131,1,1,0.36,64,365,82
1.28588,103.83444,1,150,3,1,0.27,15,23,110
1.28159,103.84667,1,160,3,3,1.0,15,47,61
1.30055,103.84606,2,85,2,0,0.0,1,359,1887
1.31501,103.85902,2,35,2,0,0.0,1,0,1887
1.32836,103.86523,1,287,4,0,0.0,113,266,1887
1.31442,103.88053,2,40,18,1,1.0,83,359,18
1.30757,103.89601,2,56,1,11,3.37,8,67,19
1.29996,103.84645,1,368,7,10,2.56,10,157,33
1.3133,103.8852,1,300,3,0,0.0,157,265,1887
1.31131,103.8871,1,300,3,0,0.0,157,319,1887
1.32802,103.86404,1,287,3,0,0.0,157,263,1887
1.31042,103.86178,2,60,28,0,0.0,48,355,1887
1.32712,103.84425,2,169,4,5,1.5,8,80,20
1.29435,103.84159,1,200,84,0,0.0,157,365,1887
1.30241,103.84879,1,269,3,0,0.0,157,76,1887
1.31218,103.87961,1,156,3,0,0.0,157,105,1887
1.30218,103.8482,1,268,3,3,0.79,141,246,27
1.30752,103.85576,2,119,1,0,0.0,64,365,1887
1.2882,103.8477,1,287,2,1,0.29,12,35,100
1.30888,103.8538,2,25,2,1,0.28,1,0,105
1.30914,103.85517,2,100,1,1,1.0,64,365,23
1.28065,103.78568,2,87,3,1,0.58,32,361,50
1.31481,103.88288,3,28,5,2,1.03,4,90,50
1.30449,103.84927,2,150,1,0,0.0,64,365,1887
1.30347,103.86179,1,181,2,2,0.55,7,208,100
1.29198,103.83445,1,150,1,0,0.0,1,61,1887
1.31342,103.88682,1,349,3,2,0.76,113,0,66
1.30264,103.84738,1,287,5,0,0.0,113,300,1887
1.29946,103.8514,1,208,6,1,1.0,113,294,18
1.32403,103.85255,1,199,7,0,0.0,113,365,1887
1.31325,103.88445,2,100,6,1,1.0,12,60,14
1.32145,103.8637,1,150,7,1,0.26,79,335,112
1.31618,103.85926,2,24,2,1,0.28,1,0,106
1.28468,103.8416,2,87,3,6,2.07,7,356,14
1.32489,103.84878,1,281,14,0,0.0,157,365,1887
1.31278,103.85333,1,199,3,0,0.0,113,365,1887
1.31138,103.85729,1,160,29,1,1.0,12,78,23
1.31178,103.85753,1,143,29,2,0.73,12,79,27
1.31113,103.85721,1,149,29,0,0.0,12,89,1887
1.31297,103.85888,1,149,29,5,1.49,12,60,76
1.31343,103.85744,1,175,7,0,0.0,12,88,1887
1.31353,103.88613,1,199,2,0,0.0,16,312,1887
1.30328,103.85224,1,319,2,3,1.22,3,243,44
1.3044,103.84936,2,90,1,0,0.0,64,365,1887
1.32834,103.84745,1,208,7,0,0.0,113,365,1887
1.32818,103.84714,1,208,7,0,0.0,113,365,1887
1.29252,103.83126,1,132,2,7,1.86,25,294,17
1.31171,103.88568,1,389,3,0,0.0,79,319,1887
1.3025,103.90167,2,100,1,10,5.66,7,363,14
1.29323,103.83132,1,132,1,9,2.73,25,262,29
1.28551,103.83334,1,229,2,0,0.0,25,293,1887
1.28193,103.83172,1,125,1,2,1.43,30,292,31
1.30194,103.84869,1,260,3,1,1.0,157,246,21
1.31573,103.85524,1,219,2,7,2.56,2,340,14
1.31517,103.85716,1,128,4,1,0.29,113,356,101
1.29443,103.83773,1,249,5,1,1.0,113,300,21
1.31474,103.85756,1,149,4,0,0.0,113,365,1887
1.29957,103.85141,1,287,5,3,0.89,113,270,42
1.30189,103.84804,1,190,1,5,2.14,1,139,5
1.30947,103.85389,1,131,2,7,2.88,8,328,2
1.30937,103.87062,1,211,3,18,4.86,6,114,5
1.30123,103.86125,1,310,2,8,2.38,2,320,19
1.27013,103.82044,2,89,1,11,5.59,1,57,2
1.31475,103.82871,2,50,1,1,0.31,1,0,96
1.31592,103.89739,1,100,2,0,0.0,24,51,1887
1.31541,103.85951,2,33,2,0,0.0,1,0,1887
1.27523,103.84536,1,381,2,17,4.68,2,323,8
1.27598,103.84399,1,156,7,1,0.5,274,3,58
1.27515,103.84504,1,194,8,1,0.48,274,0,60
1.30925,103.85271,1,181,3,5,2.14,8,259,4
1.29965,103.85091,1,168,4,0,0.0,113,365,1887
1.314,103.8981,1,100,2,0,0.0,24,41,1887
1.31576,103.89674,1,100,2,0,0.0,24,40,1887
1.31571,103.89862,1,100,2,0,0.0,24,65,1887
1.31418,103.89859,1,200,2,0,0.0,24,43,1887
1.31473,103.89683,1,200,2,0,0.0,24,52,1887
1.3142,103.89904,1,200,2,0,0.0,24,49,1887
1.31594,103.89709,1,200,2,0,0.0,24,55,1887
1.31579,103.89698,1,181,2,0,0.0,24,48,1887
1.3143,103.89829,1,181,2,0,0.0,24,45,1887
1.31561,103.89762,1,181,2,0,0.0,24,52,1887
1.3144,103.89677,1,181,2,0,0.0,24,45,1887
1.31009,103.87786,1,200,2,0,0.0,24,336,1887
